11a_141	galg	1	author:Lukas Lewark;date:3 July 2023
11a_142	galg	3	author:Lukas Lewark;date:3 July 2023
11a_143	galg	2	author:Lukas Lewark;date:3 July 2023
11a_144	galg	2	author:Lukas Lewark;date:3 July 2023
11a_145	galg	1	author:Lukas Lewark;date:3 July 2023
11a_146	galg	1	author:Lukas Lewark;date:3 July 2023
11a_147	galg	1	author:Lukas Lewark;date:3 July 2023
11a_148	galg	1	author:Lukas Lewark;date:3 July 2023
11a_149	galg	1	author:Lukas Lewark;date:3 July 2023
11a_150	galg	2	author:Lukas Lewark;date:3 July 2023
11a_151	galg	1	author:Lukas Lewark;date:3 July 2023
11a_152	galg	1	author:Lukas Lewark;date:3 July 2023
11a_153	galg	1	author:Lukas Lewark;date:3 July 2023
11a_154	galg	1	author:Lukas Lewark;date:3 July 2023
11a_155	galg	2	author:Lukas Lewark;date:3 July 2023
11a_156	galg	1	author:Lukas Lewark;date:3 July 2023
11a_157	galg	1	author:Lukas Lewark;date:3 July 2023
11a_158	galg	1	author:Lukas Lewark;date:3 July 2023
11a_159	galg	1	author:Lukas Lewark;date:3 July 2023
11a_160	galg	1	author:Lukas Lewark;date:3 July 2023
11a_161	galg	2	author:Lukas Lewark;date:3 July 2023
11a_162	galg	1	author:Lukas Lewark;date:3 July 2023
11a_163	galg	1	author:Lukas Lewark;date:3 July 2023
11a_164	galg	1	author:Lukas Lewark;date:3 July 2023
11a_165	galg	1	author:Lukas Lewark;date:3 July 2023
11a_166	galg	1	author:Lukas Lewark;date:3 July 2023
11a_167	galg	1	author:Lukas Lewark;date:3 July 2023
11a_168	galg	1	author:Lukas Lewark;date:3 July 2023
11a_169	galg	1	author:Lukas Lewark;date:3 July 2023
11a_170	galg	1	author:Lukas Lewark;date:3 July 2023
11a_171	galg	1	author:Lukas Lewark;date:3 July 2023
11a_172	galg	1	author:Lukas Lewark;date:3 July 2023
11a_173	galg	2	author:Lukas Lewark;date:3 July 2023
11a_174	galg	1	author:Lukas Lewark;date:3 July 2023
11a_175	galg	1	author:Lukas Lewark;date:3 July 2023
11a_176	galg	1	author:Lukas Lewark;date:3 July 2023
11a_177	galg	2	author:Lukas Lewark;date:3 July 2023
