name,name,galg,galg-lo,galg-hi,taylor,taylor-lo,taylor-hi
12n_634,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_635,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_636,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_637,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_638,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_639,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_640,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_641,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_642,,2,# Generators of H_1(double branched covering),Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Explicit isotropic subgroups [LM19]
12n_643,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_644,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_645,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_646,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_647,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_648,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_649,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_650,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_651,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_652,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_653,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_654,,2,Signature,Explicit Alex-triv subgroups [LM19],2,Signature,Topological slice genus
12n_655,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_656,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_657,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_658,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_659,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_660,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_661,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_662,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_663,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_664,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_665,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_666,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_667,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_668,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_669,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_670,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_671,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_672,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_673,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_674,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_675,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_676,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_677,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_678,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_679,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12n_680,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_681,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_682,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_683,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_684,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_685,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_686,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_687,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_688,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12n_689,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_690,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_691,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_692,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_693,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_694,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_695,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_696,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_697,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_698,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_699,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_700,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_701,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_702,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_703,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_704,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_705,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_706,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_707,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_708,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_709,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_710,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_711,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_712,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_713,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_714,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_715,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_716,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_717,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_718,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_719,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_720,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_721,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_722,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_723,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_724,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_725,,4,Signature,Algebraic unknotting number,4,Signature,Topological slice genus
12n_726,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_727,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_728,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_729,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_730,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_731,,1,Alexander polynomial non-trivial,Algebraic unknotting number,0,Taylor invariant >= 0 for all knots,Algebraically slice
12n_732,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_733,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_734,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_735,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_736,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_737,,2,Linking pairing of double branched covering [FL19],Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_738,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_739,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_740,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_741,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_742,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_743,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_744,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_745,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_746,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_747,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_748,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_749,,2,Levine-Tristram signature at a primitive third root of unity,Algebraic unknotting number,2,Levine-Tristram signature at a primitive third root of unity,Topological slice genus
12n_750,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_751,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_752,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_753,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_754,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_755,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_756,,2,Hasse-Taylor bound [LM19],Algebraic unknotting number,2,Hasse-Taylor bound [LM19],Topological slice genus
12n_757,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_758,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
12n_759,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_760,,1,Alexander polynomial non-trivial,Explicit Alex-triv subgroups [LM19],1,Fox-Milnor condition,Topological slice genus
12n_761,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_762,,2,Signature,Algebraic unknotting number,2,Signature,Topological slice genus
12n_763,,1,Alexander polynomial non-trivial,Algebraic unknotting number,1,Fox-Milnor condition,Topological slice genus
12n_764,,3,Signature,Algebraic unknotting number,3,Signature,Topological slice genus
